Word_Corpus_All_Picturebooks,Lemma,Freq_Raw,Word_Narrative_Picturebooks,Lemma,Freq_Raw,Word_Informational_Picturebooks,Lemma,Freq_Raw
traffic,traffic,69,itchy,itchy,57,sandy,sandy,11
shady,shady,69,gathering,gather,57,cutting,cut,11
mashed,mashed,69,theme,theme,57,davardi,davardi,11
polynesia,polynesia,69,snoopy,snoopy,57,racial,racial,11
scattered,scatter,69,december,december,57,disappointed,disappointed,11
catches,catch,69,cloak,cloak,57,duke,duke,11
characters,character,69,bamboo,bamboo,57,injustice,injustice,11
paused,pause,69,sweat,sweat,57,humble,humble,11
fireflies,firefly,69,studied,study,57,burrows,burrow,11
recognize,recognize,69,pinch,pinch,57,flowing,flow,11
whoever,whoever,69,comfort,comfort,57,dens,dens,11
scratching,scratch,69,tips,tip,57,souls,soul,11
prefer,prefer,69,chaos,chaos,57,thrown,throw,11
rushing,rush,69,gulped,gulp,57,excitedly,excitedly,11
spied,spy,69,flapping,flap,57,display,display,11
larger,large,69,scratching,scratch,57,pools,pool,11
ripe,ripe,68,leaping,leap,57,fountains,fountain,11
temper,temper,68,recognize,recognize,57,conditions,condition,11
planting,plant,68,loop,loop,57,re,re,11
tool,tool,68,camping,camping,57,vents,vent,11
solid,solid,68,whistled,whistle,57,al,al,11
anxiety,anxiety,68,shrink,shrink,57,balanced,balance,11
backwards,backwards,68,clumsy,clumsy,57,rupees,rupee,11
petal,petal,68,received,receive,57,trapped,trap,11
screen,screen,68,resist,resist,57,australian,australian,11
partner,partner,68,bay,bay,57,crunchy,crunchy,11
theme,theme,68,samson,samson,57,constantly,constantly,11
lad,lad,68,leads,lead,57,soldier,soldier,11
precious,precious,68,snitch,snitch,57,germany,germany,11
shelves,shelf,68,marching,march,57,diamond,diamond,11
mm,mm,68,cracked,crack,57,depend,depend,11
ridiculous,ridiculous,68,wilfred,wilfred,57,alicia,alicia,11
report,report,68,lad,lad,57,aware,aware,11
sizes,size,68,follows,follow,57,shortly,shortly,11
homer,homer,68,sailing,sail,57,squash,squash,11
dandelion,dandelion,68,creep,creep,57,recess,recess,11
goldie,goldie,68,switch,switch,57,exclamation,exclamation,11
flavor,flavor,68,august,august,56,wakes,wake,11
footprints,footprint,68,hattie,hattie,56,damp,damp,11
accident,accident,68,kitties,kitty,56,seuss,seuss,11
jet,jet,68,traffic,traffic,56,rye,rye,11
rumbled,rumble,68,oceans,ocean,56,streams,stream,11
cared,care,68,sebastian,sebastian,56,fades,fade,11
marching,march,68,swirling,swirl,56,howl,howl,11
benny,benny,68,thousands,thousand,56,fellow,fellow,11
tipped,tip,68,moms,mom,56,stocks,stock,11
chilly,chilly,68,tyrone,tyrone,56,ruler,ruler,11
lid,lid,68,construction,construction,56,weeds,weed,11
thud,thud,68,stirred,stir,56,frown,frown,11
counter,counter,68,frances,frances,56,chances,chance,11
windy,windy,68,ink,ink,56,professional,professional,11
shepherd,shepherd,67,waffles,waffle,56,hatchlings,hatchling,11
treehouse,treehouse,67,gulp,gulp,56,brightest,bright,11
slipper,slipper,67,member,member,56,pipe,pipe,11
nora,nora,67,zip,zip,56,raining,rain,11
pour,pour,67,knot,knot,56,jackson,jackson,11
superheroes,superhero,67,force,force,56,observe,observe,11
grub,grub,67,samantha,samantha,56,checked,check,11
whoops,whoop,67,gorilla,gorilla,56,bellies,belly,11
swirl,swirl,67,birth,birth,56,measure,measure,11
handy,handy,67,ripped,rip,56,swell,swell,11
patty,patty,67,hopefully,hopefully,56,forrest,forrest,11
gorilla,gorilla,67,stall,stall,56,task,task,11
bowed,bow,67,tire,tire,56,rusty,rusty,11
cricket,cricket,67,gabby,gabby,56,strongly,strongly,11
fifth,fifth,67,weight,weight,56,stinky,stinky,11
rumbling,rumble,67,swan,swan,56,normally,normally,11
drawer,drawer,67,flashed,flash,56,speck,speck,11
anne,anne,67,starfish,starfish,56,meetings,meeting,11
carries,carry,67,reasons,reason,56,escaped,escape,11
beetles,beetle,67,clang,clang,56,psalms,psalms,11
private,private,67,crackers,cracker,56,nina,nina,11
fuss,fuss,67,ticket,ticket,56,habitats,habitat,11
gulp,gulp,67,poster,poster,56,talented,talented,11
snore,snore,67,report,report,56,fairies,fairy,11
comfort,comfort,67,stocking,stocking,56,carbon,carbon,11
firefighter,firefighter,67,ace,ace,56,behave,behave,11
farts,fart,67,sparkled,sparkle,56,lifting,lift,11
interested,interested,67,astronaut,astronaut,56,hamster,hamster,11
drinks,drink,67,sailor,sailor,55,gibbons,gibbons,11
snowmen,snowman,67,trembled,tremble,55,rinse,rinse,11
ike,ike,67,ad,ad,55,universe,universe,11
strike,strike,67,precious,precious,55,protein,protein,11
crisp,crisp,67,louie,louie,55,cafe,cafe,11
uhoh,uhoh,67,chilly,chilly,55,motorcycle,motorcycle,11
marley,marley,67,willie,willie,55,dare,dare,11
blame,blame,67,traveler,traveler,55,wiped,wipe,11
pretzel,pretzel,67,chewed,chew,55,newborn,newborn,11
sweat,sweat,67,amoeba,amoeba,55,tailed,tail,11
grumble,grumble,67,maria,maria,55,mel,mel,11
flapping,flap,66,writer,writer,55,ma,ma,11
onions,onion,66,refused,refuse,55,gulp,gulp,11
roller,roller,66,example,example,55,joseph,joseph,11
towers,tower,66,brownies,brownie,55,manage,manage,11
printables,printable,66,area,area,55,tongues,tongue,11
guards,guard,66,jonah,jonah,55,post,post,11
shoo,shoo,66,carpet,carpet,55,miracle,miracle,11
tables,table,66,furious,furious,55,grain,grain,11
rooms,room,66,sunrise,sunrise,55,joyful,joyful,11
terrific,terrific,66,buck,buck,55,bruce,bruce,11
titus,titus,66,blind,blind,55,fist,fist,11
crane,crane,66,ghoul,ghoul,55,achieve,achieve,11
kangaroos,kangaroo,66,greg,greg,55,cards,card,11
kelly,kelly,66,van,van,55,listens,listen,11
spectacular,spectacular,66,united,united,55,ruined,ruin,11
dressing,dress,66,scientists,scientist,55,muddy,muddy,11
otilla,otilla,66,louis,louis,55,league,league,11
reasons,reason,66,breaths,breath,55,bookshelf,bookshelf,11
acorns,acorn,66,gabriel,gabriel,55,communicate,communicate,11
cassie,cassie,66,galore,galore,55,siblings,sibling,11
floof,floof,66,sheets,sheet,55,jude,jude,11
hopefully,hopefully,66,bend,bend,55,awful,awful,11
splendid,splendid,66,hollered,holler,55,dots,dot,11
creep,creep,66,title,title,55,picks,pick,11
ned,ned,66,seahorse,seahorse,55,spelling,spelling,11
tess,tess,66,telephone,telephone,55,jolie,jolie,11
mini,mini,66,unexpected,unexpected,55,learns,learn,11
billion,billion,66,facts,fact,54,fright,fright,11
pepperoni,pepperoni,66,dolphin,dolphin,54,dumps,dump,11
loaded,load,66,leopard,leopard,54,fears,fear,11
technical,technical,66,towers,tower,54,tops,top,11
bumps,bump,66,glorious,glorious,54,sesame,sesame,11
darted,dart,65,cinnamon,cinnamon,54,brushing,brush,11
based,base,65,paddington,paddington,54,num,num,11
bench,bench,65,china,china,54,separated,separate,11
bound,bind,65,clump,clump,54,bathroom,bathroom,11
leaping,leap,65,belonged,belong,54,honors,honor,11
julian,julian,65,freedom,freedom,54,crescent,crescent,11
lock,lock,65,foolish,foolish,54,military,military,11
college,college,65,spray,spray,54,generations,generation,11
tucker,tucker,65,sneezing,sneeze,54,egan,egan,11
reader,reader,65,beg,beg,54,homemade,homemade,11
nibbled,nibble,65,skate,skate,54,chattering,chatter,11
triangle,triangle,65,delivery,delivery,54,eleven,eleven,11
bony,bony,65,swims,swim,54,knee,knee,11
candies,candy,65,handy,handy,54,frankie,frankie,11
hose,hose,65,stinks,stink,54,lad,lad,11
slightly,slightly,65,tray,tray,54,ruff,ruff,11
crowds,crowd,65,hippopotamus,hippopotamus,54,mag,mag,11
edwards,edwards,65,fifth,fifth,54,yawn,yawn,11
clumsy,clumsy,65,halfway,halfway,54,darker,dark,11
soar,soar,65,mini,mini,54,theme,theme,11
accept,accept,65,chug,chug,54,religious,religious,11
bottles,bottle,65,fuel,fuel,54,fantastic,fantastic,11
scariest,scary,65,prickly,prickly,54,raced,race,11
squish,squish,65,ignored,ignore,54,coins,coin,11
silk,silk,65,complained,complain,54,gorilla,gorilla,11
trumpet,trumpet,65,brody,brody,54,jet,jet,11
bites,bite,65,celebrated,celebrate,54,pans,pan,11
bouncy,bouncy,65,twinkled,twinkle,54,santos,santos,11
terrified,terrify,65,chat,chat,54,cones,cone,11
maid,maid,65,lid,lid,54,eyelids,eyelid,11
glory,glory,65,gardener,gardener,54,herd,herd,11
mention,mention,65,treated,treat,54,childhood,childhood,11
mortimer,mortimer,65,cane,cane,54,ceiling,ceiling,11
chaos,chaos,65,outfit,outfit,54,dusk,dusk,11
coconut,coconut,65,bible,bible,54,waving,wave,11
videos,video,65,peach,peach,54,magnificent,magnificent,11
pouch,pouch,65,hatch,hatch,53,lighter,light,11
loop,loop,65,hermit,hermit,53,stiff,stiff,11
blueie,blueie,65,agrees,agree,53,steer,steer,11
scrambled,scramble,65,loads,load,53,emma,emma,11
ethan,ethan,65,christopher,christopher,53,finn,finn,11
ignore,ignore,64,official,official,53,impressed,impressed,11
yucky,yucky,64,pineapple,pineapple,53,hog,hog,11
po,po,64,hose,hose,53,tale,tale,11
snort,snort,64,mushroom,mushroom,53,passion,passion,11
hum,hum,64,reaches,reach,53,stack,stack,11
shrink,shrink,64,thrown,throw,53,puddles,puddle,11
heels,heel,64,shallow,shallow,53,dizzy,dizzy,11
colony,colony,64,whales,whale,53,ladies,lady,11
proper,proper,64,scrub,scrub,53,beats,beat,11
zip,zip,64,hong,hong,53,nail,nail,11
tube,tube,64,fog,fog,53,crawls,crawl,11
boiled,boil,64,helpers,helper,53,mass,mass,11
thrown,throw,64,chinese,chinese,53,smelly,smelly,11
sprout,sprout,64,edgar,edgar,53,thoughtful,thoughtful,11
grinch,grinch,64,ribbons,ribbon,53,frame,frame,11
nervously,nervously,64,printables,printable,53,marching,march,11
sailing,sail,64,impressive,impressive,53,unfortunately,unfortunately,11
competition,competition,64,invitation,invitation,53,beaches,beach,11
dip,dip,64,serve,serve,53,crayon,crayon,11
sneezy,sneezy,64,harriet,harriet,53,shocked,shock,11
task,task,64,slammed,slam,53,wagons,wagon,11
cycle,cycle,64,checks,check,53,massachusetts,massachusetts,11
wobbly,wobbly,64,tore,tear,53,youngest,young,11
seymour,seymour,64,service,service,53,churches,church,11
shown,show,64,warn,warn,53,begun,begin,11
pressed,press,64,glanced,glance,53,entered,enter,11
dragged,drag,64,snout,snout,53,electricity,electricity,11
fuel,fuel,64,suitcase,suitcase,53,contest,contest,11
emergency,emergency,64,walrus,walrus,53,couch,couch,11
cracked,crack,64,community,community,53,greet,greet,11
gobbled,gobble,63,blob,blob,53,oldest,old,11
camping,camping,63,wilbur,wilbur,53,sends,send,11
hoop,hoop,63,task,task,53,prayed,pray,11
galore,galore,63,anxious,anxious,53,cupcakes,cupcake,11
fold,fold,63,pour,pour,53,succeed,succeed,11
sunrise,sunrise,63,sydney,sydney,53,wishes,wish,11
extremely,extremely,63,cactus,cactus,53,haunted,haunted,11
starfish,starfish,63,raindrops,raindrop,53,dip,dip,11
andrew,andrew,63,accept,accept,53,chased,chase,11
hallway,hallway,63,expecting,expect,53,shea,shea,11
huffed,huff,63,digger,digger,53,chairs,chair,11
nan,nan,63,nails,nail,53,length,length,11
lump,lump,63,dip,dip,53,moss,moss,11
axe,axe,63,glowed,glow,53,pointy,pointy,11
ally,ally,63,bruno,bruno,53,swoop,swoop,11
whispering,whisper,63,snuck,snuck,52,cardboard,cardboard,11
suspicious,suspicious,63,crabs,crab,52,century,century,11
insisted,insist,63,illustrations,illustration,52,echo,echo,11
jamaa,jamaa,63,dived,dive,52,recycle,recycle,11
hits,hit,63,smashed,smash,52,otters,otter,11
angela,angela,63,shimmering,shimmering,52,kip,kip,11
teaches,teach,63,eagerly,eagerly,52,splits,split,11
resist,resist,63,cafeteria,cafeteria,52,hagfish,hagfish,11
pin,pin,63,croc,croc,52,sophia,sophia,11
random,random,63,eyeballs,eyeball,52,hibernators,hibernator,11
toss,toss,63,giddy,giddy,52,grocery,grocery,11
bossy,bossy,63,vine,vine,52,fallen,fall,11
mischief,mischief,63,dresses,dress,52,piled,pile,11
heh,heh,63,gooey,gooey,52,respectful,respectful,11
hippopotamus,hippopotamus,63,ripe,ripe,52,core,core,11
menorah,menorah,63,scouts,scout,52,tape,tape,11
edna,edna,63,brick,brick,52,capture,capture,11
blind,blind,63,stock,stock,52,reflects,reflect,11
tyrannosaurus,tyrannosaurus,63,spells,spell,52,flyers,flyer,11
mount,mount,63,hers,her,52,purr,purr,11
chat,chat,63,hugging,hug,52,gym,gym,10
unexpected,unexpected,63,gazelle,gazelle,52,shirts,shirt,10
bamboo,bamboo,63,tables,table,52,veterans,veteran,10
morris,morris,63,rows,row,52,ridley,ridley,10
skate,skate,63,breathed,breathe,52,apes,ape,10
barks,bark,63,tide,tide,52,masterpiece,masterpiece,10
swirled,swirl,62,punch,punch,52,dandelion,dandelion,10
scaredy,scaredy,62,waters,water,52,hawk,hawk,10
samantha,samantha,62,matters,matter,52,rats,rat,10
checks,check,62,princesses,princess,52,usual,usual,10
legend,legend,62,nelson,nelson,52,plop,plop,10
blend,blend,62,saves,save,52,album,album,10
shh,shh,62,buzzed,buzz,52,mates,mate,10
vet,vet,62,windy,windy,52,builders,builder,10
photos,photo,62,pest,pest,52,puzzle,puzzle,10
dragonfly,dragonfly,62,spins,spin,52,hopefully,hopefully,10
belonged,belong,62,unlike,unlike,52,hatches,hatch,10
heap,heap,62,pretzels,pretzel,52,witcheficent,witcheficent,10
soared,soar,62,gorgeous,gorgeous,52,bin,bin,10
roberto,roberto,62,reflection,reflection,52,musical,musical,10
crackers,cracker,62,strangers,stranger,52,internet,internet,10
abraham,abraham,62,pace,pace,52,spills,spill,10
tide,tide,62,rare,rare,52,believing,believe,10
alpaca,alpaca,62,cupid,cupid,51,alright,alright,10
gulped,gulp,62,munching,munch,51,scissors,scissor,10
meg,meg,62,paulie,paulie,51,scale,scale,10
dropping,drop,62,kill,kill,51,craft,craft,10
stink,stink,62,apartment,apartment,51,porcupine,porcupine,10
spare,spare,62,repeat,repeat,51,breeds,breed,10
flynn,flynn,62,graham,graham,51,position,position,10
wildlife,wildlife,62,bumps,bump,51,aboard,aboard,10
backs,back,62,stephen,stephen,51,tug,tug,10
curtain,curtain,62,nestled,nestle,51,pioneer,pioneer,10
lulu,lulu,62,hens,hen,51,nana,nana,10
swan,swan,62,trophy,trophy,51,fluff,fluff,10
boogie,boogie,62,rhythm,rhythm,51,michael,michael,10
fangs,fang,62,fans,fan,51,harsh,harsh,10
cane,cane,62,anytime,anytime,51,hens,hen,10
carpet,carpet,62,screen,screen,51,sons,son,10
fears,fear,62,acorns,acorn,51,unfair,unfair,10
superman,superman,62,raft,raft,51,hardens,harden,10
FALSE,FALSE,62,hum,hum,51,jealous,jealous,10
fin,fin,62,willing,willing,51,multiply,multiply,10
slaves,slave,61,tapped,tap,51,stretching,stretch,10
feeding,feed,61,footsteps,footstep,51,governor,governor,10
kwanzaa,kwanzaa,61,cellar,cellar,51,fool,fool,10
bible,bible,61,politely,politely,51,spoken,speak,10
cafeteria,cafeteria,61,positive,positive,51,wraps,wrap,10
spine,spine,61,sprinkled,sprinkle,51,tide,tide,10
outfit,outfit,61,states,states,51,giggles,giggle,10
ribbons,ribbon,61,fears,fear,51,guitar,guitar,10
los,los,61,generous,generous,51,camel,camel,10
willow,willow,61,honestly,honestly,51,responsibility,responsibility,10
hunters,hunter,61,rooms,room,51,chirp,chirp,10
current,current,61,koala,koala,51,tucked,tuck,10
cardboard,cardboard,61,stomping,stomp,51,megalodon,megalodon,10
sparkled,sparkle,61,radio,radio,51,subway,subway,10
shooting,shoot,61,mermaids,mermaid,51,scarlet,scarlet,10
harper,harper,61,laying,lay,51,lasted,last,10
poster,poster,61,herschel,herschel,51,shakes,shake,10
haha,haha,61,crocodiles,crocodile,51,guessing,guess,10
massive,massive,61,flamingo,flamingo,51,herby,herby,10
peach,peach,61,ropes,rope,51,zimba,zimba,10
twigs,twig,61,tuck,tuck,51,attract,attract,10
sprouts,sprout,61,waking,wake,51,brushed,brush,10
visiting,visit,61,toothbrush,toothbrush,51,population,population,10
laying,lay,61,bodies,body,51,koalas,koala,10
itchy,itchy,61,invented,invent,51,spit,spit,10
armor,armor,61,original,original,51,si,si,10
hippos,hippos,61,natural,natural,51,sculptor,sculptor,10
telephone,telephone,61,hides,hide,51,trunks,trunk,10
pineapple,pineapple,61,poof,poof,50,injured,injure,10
hers,her,61,richard,richard,50,squeaky,squeaky,10
bathtub,bathtub,61,herbert,herbert,50,salad,salad,10
walrus,walrus,61,tug,tug,50,tortoise,tortoise,10
cupboard,cupboard,61,roller,roller,50,donate,donate,10
pilot,pilot,61,knights,knight,50,likely,likely,10
adults,adult,61,cliff,cliff,50,instrument,instrument,10
mouths,mouth,61,worrying,worry,50,tickle,tickle,10
furious,furious,61,gran,gran,50,britain,britain,10
beats,beat,61,ao,ao,50,pointing,point,10
cutting,cut,61,frightening,frightening,50,stored,store,10
trips,trip,61,beware,beware,50,knight,knight,10
hens,hen,61,pin,pin,50,olivia,olivia,10
include,include,61,introduced,introduce,50,crime,crime,10
calf,calf,61,wobble,wobble,50,cocoa,cocoa,10
switch,switch,61,measure,measure,50,william,william,10
measure,measure,61,tumble,tumble,50,mold,mold,10
traditions,tradition,61,beats,beat,50,survived,survive,10
keeper,keeper,61,selling,sell,50,successful,successful,10
marshall,marshall,61,prickle,prickle,50,chemicals,chemical,10
louis,louis,60,doorbell,doorbell,50,throws,throw,10
connor,connor,60,pluto,pluto,50,wanting,want,10
rubbing,rub,60,competition,competition,50,region,region,10
ill,ill,60,demanded,demand,50,immediately,immediately,10
ancestors,ancestor,60,adele,adele,50,whispers,whisper,10
daily,daily,60,waterfall,waterfall,50,reptiles,reptile,10
powder,powder,60,yoshi,yoshi,50,deeds,deed,10
creating,create,60,chill,chill,50,officials,official,10
pajama,pajama,60,forests,forest,50,sites,site,10
cities,city,60,catches,catch,50,rectangle,rectangle,10
gravity,gravity,60,repeated,repeat,50,chicago,chicago,10
tire,tire,60,largest,large,50,barcelona,barcelona,10
dresses,dress,60,player,player,50,impact,impact,10
ease,ease,60,iris,iris,50,medicines,medicine,10
louie,louie,60,fashion,fashion,50,dracula,dracula,10
drawings,drawing,60,eyebrows,eyebrow,50,sore,sore,10
crime,crime,60,shepherds,shepherds,50,shelf,shelf,10
tug,tug,60,remained,remain,50,woven,weave,10
rays,ray,60,zara,zara,50,curved,curved,10
gooey,gooey,60,peanuts,peanut,50,ladder,ladder,10
ticket,ticket,60,forgive,forgive,50,tadpole,tadpole,10
pose,pose,60,squid,squid,50,voters,voter,10
swooped,swoop,60,judges,judge,50,farmer,farmer,10
digger,digger,60,cardboard,cardboard,50,littles,littles,10
sheets,sheet,60,peyton,peyton,50,vocabulary,vocabulary,10
cinnamon,cinnamon,60,legend,legend,50,represents,represent,10
willie,willie,60,polka,polka,50,perseverance,perseverance,10
lizards,lizard,60,ireland,ireland,50,neutrons,neutron,10
avoid,avoid,60,veggies,veggie,50,suggested,suggest,10
flow,flow,60,melissa,melissa,50,rely,rely,10
peaked,peak,60,soar,soar,50,cries,cry,10
tour,tour,60,grabbing,grab,50,focused,focus,10
mall,mall,60,stool,stool,50,susie,susie,10
flashed,flash,60,partner,partner,50,cases,case,10
bum,bum,60,bot,bot,50,screech,screech,10
acts,act,60,sweetie,sweetie,50,struggles,struggle,10
tock,tock,60,jojo,jojo,50,torch,torch,10
memory,memory,60,roast,roast,50,shame,shame,10
